0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
0°
19°
9°
6°
-4°
-4°
-13°
-25°
-28°
-34°
-41°
-46°
-53°
-57°
-60°
-64°
-66°
-70°
-72°
-74°
-76°
-76°
-78°
-78°
-76°
-72°
-62°
-40°
-34°
-23°
-13°
-5°
4°
9°
13°
16°
17°
22°
23°
24°
25°
27°
29°
29°
30°
30°
30°
29°
29°
27°
23°
21°
9°
3°
-3°
-6°
-13°
-25°
-32°
-36°
-46°
-54°
-62°
-65°
-66°
-67°
-70°
-73°
-74°
-76°
-76°
-77°
-78°
-76°
-74°
-70°
-63°
-46°
-42°
-34°
-24°
-14°
-4°
3°
9°
11°
15°
19°
21°
21°
23°
25°
26°
27°
27°
28°
28°
28°
27°
26°
25°
23°
13°
7°
-1°
-5°
-13°
-28°
-32°
-41°
-51°
-59°
-69°
-74°
-77°
-79°
-80°
-82°
-84°
-85°
-87°
-88°
-89°
-90°
-90°
-89°
-89°
-87°
-86°
-84°
-80°
-76°
-64°
-54°
-44°
-34°
-29°
-12°
-6°
-1°
1°
5°
12°
13°
16°
18°
20°
23°
25°
26°
27°
27°
28°
27°
26°
25°
22°
11°
8°
2°
-6°
-14°
-33°
-38°
-48°
-56°
-63°
-70°
-73°
-76°
-79°
-81°
-86°
-87°
-88°
-89°
-90°
-90°
-89°
-90°
-89°
-86°
-83°
-80°
-74°
-66°
-62°
-42°
-32°
-27°
-18°
-11°
1°
4°
9°
14°
18°
24°
26°
29°
32°
34°
36°
36°
36°
37°
37°
33°
29°
26°
19°
11°
-5°
-9°
-16°
-23°
-30°
-39°
-45°
-51°
-55°
-58°
-65°
-69°
-72°
-74°
-78°
-82°
-83°
-84°
-84°
-85°
-87°
-87°
-86°
-84°
-82°
-72°
-65°
-61°
-50°
-40°
-21°
-11°
-6°
0°
4°
8°
9°
10°
11°
12°
14°
15°
16°
16°
15°
13°
10°
9°
5°
1°
-8°
-13°
-19°
-27°
-34°
-42°
-47°
-52°
-57°
-60°
-68°
-70°
-72°
-73°
-75°
-75°
-75°
-74°
-73°
-70°
-67°
-65°
-62°
-60°
-59°
-50°
-43°
-34°
-29°
-18°
-3°
4°
7°
11°
13°
15°
16°
17°
18°
18°
19°
19°
18°
18°
18°
18°
18°
18°
18°
17°
17°
16°
16°
16°
15°
14°
14°
14°
13°
13°
12°
11°
11°
11°
11°
